id	dataset_id	cluster_id	cluster_name	sample_id	gene_symbol	entrez_geneid	species_specific_geneid	avg_log_fc	pct1	pct2	p_value	padj	other_value	other_value_type	rank	source_gene_info	rank_text
756762	84	7	Adipohemocyte	merged	luna	2768719	FBgn0040765	0.99	79.20	34.60	6.44728794065601e-56	1.00190854597794e-51	NULL	NULL	NULL	gene_symbol	top100
756763	84	7	Adipohemocyte	merged	Eip74EF	39962	FBgn0000567	0.52	41.00	8.50	2.43390627839519e-54	3.78229035662613e-50	NULL	NULL	NULL	gene_symbol	
756764	84	7	Adipohemocyte	merged	Hsp68	42852	FBgn0001230	1.41	30.30	5.00	3.5452108175879e-54	5.50925761053159e-50	NULL	NULL	NULL	gene_symbol	top10
756765	84	7	Adipohemocyte	merged	tna	39217	FBgn0026160	0.74	66.90	22.10	7.33079137810548e-52	1.13920498015759e-47	NULL	NULL	NULL	gene_symbol	top100
756766	84	7	Adipohemocyte	merged	CG6891	32865	FBgn0030955	0.87	94.40	72.20	1.75627394487041e-51	2.72924971032862e-47	NULL	NULL	NULL	gene_symbol	top100
756767	84	7	Adipohemocyte	merged	vir-1	34652	FBgn0043841	0.86	82.60	35.10	7.40694097405127e-51	1.15103862736757e-46	NULL	NULL	NULL	gene_symbol	top100
756768	84	7	Adipohemocyte	merged	CG5059	40278	FBgn0037007	0.91	66.30	24.90	1.66483419521257e-49	2.58715233936034e-45	NULL	NULL	NULL	gene_symbol	top100
756769	84	7	Adipohemocyte	merged	blow	35694	FBgn0004133	0.55	46.10	11.70	3.0592879135382e-47	4.75413341763837e-43	NULL	NULL	NULL	gene_symbol	
756770	84	7	Adipohemocyte	merged	CG4950	39783	FBgn0036587	0.50	36.50	7.30	5.24037140577893e-47	8.14353716458046e-43	NULL	NULL	NULL	gene_symbol	
756771	84	7	Adipohemocyte	merged	vsg	39137	FBgn0045823	0.76	94.90	87.50	1.68544005238035e-46	2.61917384139906e-42	NULL	NULL	NULL	gene_symbol	top100
756772	84	7	Adipohemocyte	merged	sea	3772221	FBgn0037912	0.86	97.20	88.50	1.92697437164898e-46	2.99451817354252e-42	NULL	NULL	NULL	gene_symbol	top100
756773	84	7	Adipohemocyte	merged	CG30456	36929	FBgn0050456	0.76	68.50	25.90	2.64069997111643e-46	4.10364775511494e-42	NULL	NULL	NULL	gene_symbol	top100
756774	84	7	Adipohemocyte	merged	DnaJ-1	38643	FBgn0263106	1.15	62.40	24.40	5.08198622361405e-46	7.89740659149623e-42	NULL	NULL	NULL	gene_symbol	top100
756775	84	7	Adipohemocyte	merged	RpS26	35098	FBgn0261597	0.29	100.00	100.00	6.57754857409918e-46	1.02215104841501e-41	NULL	NULL	NULL	gene_symbol	
756776	84	7	Adipohemocyte	merged	CG43446	12798498	FBgn0263400	0.38	25.80	4.20	1.68418445401892e-44	2.61722264154541e-40	NULL	NULL	NULL	gene_symbol	
756777	84	7	Adipohemocyte	merged	Hsp27	39078	FBgn0001226	1.38	88.20	55.20	2.42129960632321e-44	3.76269958822627e-40	NULL	NULL	NULL	gene_symbol	top10
756778	84	7	Adipohemocyte	merged	drpr	38218	FBgn0027594	0.67	63.50	22.10	6.79629226654526e-44	1.05614381822113e-39	NULL	NULL	NULL	gene_symbol	top100
756779	84	7	Adipohemocyte	merged	Utx	34377	FBgn0260749	0.65	50.60	15.40	7.17677058484677e-44	1.11527014888519e-39	NULL	NULL	NULL	gene_symbol	top100
756780	84	7	Adipohemocyte	merged	Fer1HCH	46415	FBgn0015222	0.79	90.40	65.50	9.19341835509722e-44	1.42865721238211e-39	NULL	NULL	NULL	gene_symbol	top100
756781	84	7	Adipohemocyte	merged	eEF1alpha1	36271	FBgn0284245	0.32	100.00	100.00	1.94105891954998e-43	3.01640556098067e-39	NULL	NULL	NULL	gene_symbol	
756782	84	7	Adipohemocyte	merged	sn	31717	FBgn0003447	0.72	63.50	21.10	2.31509007829523e-43	3.59764998167079e-39	NULL	NULL	NULL	gene_symbol	top100
756783	84	7	Adipohemocyte	merged	Pdk	35970	FBgn0017558	0.70	60.70	22.50	5.48933305846051e-43	8.53042357284763e-39	NULL	NULL	NULL	gene_symbol	top100
756784	84	7	Adipohemocyte	merged	NimC3	48772	FBgn0001967	0.79	53.90	18.10	2.02080879980735e-42	3.14033687490063e-38	NULL	NULL	NULL	gene_symbol	top100
756785	84	7	Adipohemocyte	merged	eIF4A	33835	FBgn0001942	0.38	100.00	99.30	2.4417760222852e-42	3.79451993863119e-38	NULL	NULL	NULL	gene_symbol	
756786	84	7	Adipohemocyte	merged	CG5854	42831	FBgn0039130	0.92	78.70	45.10	7.12447800012725e-41	1.10714388121978e-36	NULL	NULL	NULL	gene_symbol	top100
756787	84	7	Adipohemocyte	merged	CG31778	261616	FBgn0051778	0.50	34.80	7.80	1.80212623052531e-40	2.80050416223633e-36	NULL	NULL	NULL	gene_symbol	
756788	84	7	Adipohemocyte	merged	Ect3	41457	FBgn0260746	0.54	46.60	13.30	9.07300808783855e-40	1.40994545685011e-35	NULL	NULL	NULL	gene_symbol	
756789	84	7	Adipohemocyte	merged	br	44505	FBgn0283451	0.98	78.10	45.60	2.65311247306414e-39	4.12293678314168e-35	NULL	NULL	NULL	gene_symbol	top100
756790	84	7	Adipohemocyte	merged	CG13893	38074	FBgn0035146	0.41	26.40	4.90	6.01508767947028e-39	9.34744625389682e-35	NULL	NULL	NULL	gene_symbol	
756791	84	7	Adipohemocyte	merged	lectin-24Db	53550	FBgn0040102	0.84	80.90	46.60	1.80514467285338e-38	2.80519482161416e-34	NULL	NULL	NULL	gene_symbol	top100
756792	84	7	Adipohemocyte	merged	Fer2LCH	44965	FBgn0015221	0.70	93.30	78.40	3.90742667653057e-38	6.07214105532851e-34	NULL	NULL	NULL	gene_symbol	top100
756793	84	7	Adipohemocyte	merged	mub	40436	FBgn0262737	0.73	61.80	25.30	4.23824766256483e-38	6.58623686762574e-34	NULL	NULL	NULL	gene_symbol	top100
756794	84	7	Adipohemocyte	merged	crq	33219	FBgn0015924	0.65	60.10	22.10	5.99228982110061e-38	9.31201838199034e-34	NULL	NULL	NULL	gene_symbol	top100
756795	84	7	Adipohemocyte	merged	P5cr-2	42106	FBgn0038516	0.59	43.80	12.90	6.38520268293597e-38	9.92260496928249e-34	NULL	NULL	NULL	gene_symbol	
756796	84	7	Adipohemocyte	merged	CG33181	318916	FBgn0053181	0.34	28.10	5.60	9.8400400565379e-38	1.52914222478599e-33	NULL	NULL	NULL	gene_symbol	
756797	84	7	Adipohemocyte	merged	Mob2	39293	FBgn0259481	0.82	75.80	42.00	9.11220702313116e-37	1.41603697139458e-32	NULL	NULL	NULL	gene_symbol	top100
756798	84	7	Adipohemocyte	merged	Oat	40145	FBgn0022774	0.87	80.90	48.30	9.97963381259463e-37	1.55083509447721e-32	NULL	NULL	NULL	gene_symbol	top100
756799	84	7	Adipohemocyte	merged	Eip75B	39999	FBgn0000568	1.07	82.60	52.90	9.71247806443434e-35	1.5093190912131e-30	NULL	NULL	NULL	gene_symbol	top100
756800	84	7	Adipohemocyte	merged	Dip-B	48450	FBgn0000454	0.67	88.20	68.20	2.21274367280443e-34	3.43860366753808e-30	NULL	NULL	NULL	gene_symbol	top100
756801	84	7	Adipohemocyte	merged	GstO3	38972	FBgn0035904	0.83	95.50	86.10	3.99394791581268e-34	6.2065950611729e-30	NULL	NULL	NULL	gene_symbol	top100
756802	84	7	Adipohemocyte	merged	Lk6	44672	FBgn0017581	0.76	91.00	75.60	1.21754654857147e-33	1.89206733648006e-29	NULL	NULL	NULL	gene_symbol	top100
756803	84	7	Adipohemocyte	merged	CG13321	36430	FBgn0033787	0.60	40.40	11.50	1.7538776499119e-33	2.72552586796309e-29	NULL	NULL	NULL	gene_symbol	
756804	84	7	Adipohemocyte	merged	miple2	44787	FBgn0029002	0.52	26.40	5.50	2.33754911230298e-33	3.63255132051884e-29	NULL	NULL	NULL	gene_symbol	
756805	84	7	Adipohemocyte	merged	RpL23A	38208	FBgn0026372	0.29	100.00	99.80	2.65712521316438e-33	4.12917258125745e-29	NULL	NULL	NULL	gene_symbol	
756806	84	7	Adipohemocyte	merged	Oscillin	33783	FBgn0031717	0.63	58.40	23.90	4.49640458480059e-33	6.98741272478012e-29	NULL	NULL	NULL	gene_symbol	top100
756807	84	7	Adipohemocyte	merged	Bsg	318841	FBgn0261822	0.68	88.80	67.30	2.40772171313764e-32	3.74159954221589e-28	NULL	NULL	NULL	gene_symbol	top100
756808	84	7	Adipohemocyte	merged	Jupiter	41392	FBgn0051363	0.66	90.40	74.10	2.98591079867815e-32	4.64010538114585e-28	NULL	NULL	NULL	gene_symbol	top100
756809	84	7	Adipohemocyte	merged	yip2	34313	FBgn0040064	0.65	67.40	31.40	7.19191361346386e-32	1.11762337553228e-27	NULL	NULL	NULL	gene_symbol	top100
756810	84	7	Adipohemocyte	merged	CG11686	50024	FBgn0040551	0.77	80.30	48.70	1.18023473077294e-31	1.83408477162115e-27	NULL	NULL	NULL	gene_symbol	top100
756811	84	7	Adipohemocyte	merged	RpL5	3355124	FBgn0064225	0.29	100.00	99.90	1.21085468957467e-31	1.88166818759904e-27	NULL	NULL	NULL	gene_symbol	
756812	84	7	Adipohemocyte	merged	chic	33834	FBgn0000308	0.42	99.40	99.60	1.26048037656366e-31	1.95878650517993e-27	NULL	NULL	NULL	gene_symbol	
756813	84	7	Adipohemocyte	merged	schlank	50392	FBgn0040918	0.61	93.30	84.20	1.59150364303809e-31	2.4731966612812e-27	NULL	NULL	NULL	gene_symbol	top100
756814	84	7	Adipohemocyte	merged	CG31337	318688	FBgn0051337	0.88	95.50	85.20	1.89510543222681e-31	2.94499384168046e-27	NULL	NULL	NULL	gene_symbol	top100
756815	84	7	Adipohemocyte	merged	aay	39085	FBgn0023129	0.26	33.70	9.00	5.51155206739059e-31	8.56495191272498e-27	NULL	NULL	NULL	gene_symbol	
756816	84	7	Adipohemocyte	merged	CG3961	40056	FBgn0036821	0.44	34.30	9.20	1.00363742609911e-30	1.55965256015801e-26	NULL	NULL	NULL	gene_symbol	
756817	84	7	Adipohemocyte	merged	CG10011	43387	FBgn0039590	0.32	27.00	6.10	1.07623985425897e-30	1.67247673351844e-26	NULL	NULL	NULL	gene_symbol	
756818	84	7	Adipohemocyte	merged	CG42867	10178781	FBgn0262141	0.41	35.40	9.50	1.20539866451737e-30	1.87318952466e-26	NULL	NULL	NULL	gene_symbol	
756819	84	7	Adipohemocyte	merged	lncRNA:roX1	3772376	FBgn0019661	0.69	89.90	54.10	1.28967312679706e-30	2.00415203904263e-26	NULL	NULL	NULL	gene_symbol	top100
756820	84	7	Adipohemocyte	merged	Mnt	31331	FBgn0023215	0.76	56.20	24.20	1.52044418559433e-30	2.3627702644136e-26	NULL	NULL	NULL	gene_symbol	top100
756821	84	7	Adipohemocyte	merged	Vamp7	36015	FBgn0266186	0.60	80.90	48.40	2.02112189898321e-30	3.14082343101991e-26	NULL	NULL	NULL	gene_symbol	
756822	84	7	Adipohemocyte	merged	scyl	39270	FBgn0041094	1.03	62.90	30.50	2.87712482866782e-30	4.47105198374979e-26	NULL	NULL	NULL	gene_symbol	top100
756823	84	7	Adipohemocyte	merged	regucalcin	32165	FBgn0030362	0.60	98.30	95.90	4.30447356214779e-30	6.68915191557767e-26	NULL	NULL	NULL	gene_symbol	
756824	84	7	Adipohemocyte	merged	GC1	41448	FBgn0260743	0.33	28.70	6.90	4.34160154679123e-30	6.74684880371357e-26	NULL	NULL	NULL	gene_symbol	
756825	84	7	Adipohemocyte	merged	HP1D3csd	32906	FBgn0030994	0.52	53.40	20.60	4.37457731831953e-30	6.79809315266854e-26	NULL	NULL	NULL	gene_symbol	
756826	84	7	Adipohemocyte	merged	EcR	35540	FBgn0000546	0.69	50.60	19.90	5.37679873729419e-30	8.35554523775517e-26	NULL	NULL	NULL	gene_symbol	top100
756827	84	7	Adipohemocyte	merged	Ppa	37602	FBgn0020257	0.54	34.30	9.70	2.37258657879997e-29	3.68699954345515e-25	NULL	NULL	NULL	gene_symbol	
756828	84	7	Adipohemocyte	merged	Spn27A	45815	FBgn0028990	0.59	86.50	62.60	2.52179434416237e-29	3.91886841082832e-25	NULL	NULL	NULL	gene_symbol	
756829	84	7	Adipohemocyte	merged	RpL9	34526	FBgn0015756	0.25	100.00	99.90	4.44249990942198e-29	6.90364485924175e-25	NULL	NULL	NULL	gene_symbol	
756830	84	7	Adipohemocyte	merged	CtsB1	32341	FBgn0030521	0.59	92.10	82.30	4.54595768158648e-29	7.0644182371854e-25	NULL	NULL	NULL	gene_symbol	
756831	84	7	Adipohemocyte	merged	glec	42571	FBgn0015229	0.54	39.90	12.80	4.74716072774164e-29	7.37708777091051e-25	NULL	NULL	NULL	gene_symbol	
756832	84	7	Adipohemocyte	merged	pdgy	32426	FBgn0027601	0.55	61.80	28.80	9.45661687180908e-29	1.46955826187913e-24	NULL	NULL	NULL	gene_symbol	
756833	84	7	Adipohemocyte	merged	Vha16-1	44307	FBgn0262736	0.45	98.30	96.70	3.14842091795098e-28	4.89264610649583e-24	NULL	NULL	NULL	gene_symbol	
756834	84	7	Adipohemocyte	merged	Mvl	42490	FBgn0011672	0.64	70.20	39.60	1.06417156258605e-27	1.65372260825873e-23	NULL	NULL	NULL	gene_symbol	top100
756835	84	7	Adipohemocyte	merged	RpL22	31022	FBgn0015288	0.34	97.80	96.80	1.69844948793497e-27	2.63939050425095e-23	NULL	NULL	NULL	gene_symbol	
756836	84	7	Adipohemocyte	merged	CG12054	43694	FBgn0039831	0.73	71.30	41.00	3.9248263154803e-27	6.09918009425639e-23	NULL	NULL	NULL	gene_symbol	top100
756837	84	7	Adipohemocyte	merged	Wdr62	33367	FBgn0031374	0.66	53.40	23.70	6.40535568816322e-27	9.95392273940565e-23	NULL	NULL	NULL	gene_symbol	top100
756838	84	7	Adipohemocyte	merged	CG14990	38486	FBgn0035496	0.50	39.90	13.10	7.77538663750908e-27	1.20829508346891e-22	NULL	NULL	NULL	gene_symbol	
756839	84	7	Adipohemocyte	merged	Sply	46059	FBgn0010591	0.68	68.50	39.60	3.16795388312255e-26	4.92300033437244e-22	NULL	NULL	NULL	gene_symbol	top100
756840	84	7	Adipohemocyte	merged	NLaz	33324	FBgn0053126	0.43	27.50	7.00	1.32500573020568e-25	2.05905890473963e-21	NULL	NULL	NULL	gene_symbol	
756841	84	7	Adipohemocyte	merged	CG8602	38808	FBgn0035763	0.65	62.90	33.20	1.96776869535689e-25	3.05791255258461e-21	NULL	NULL	NULL	gene_symbol	top100
756842	84	7	Adipohemocyte	merged	CG42807	36511	FBgn0261989	0.86	95.50	74.70	2.77414671476773e-25	4.31102399474906e-21	NULL	NULL	NULL	gene_symbol	top100
756843	84	7	Adipohemocyte	merged	CG33494	2768686	FBgn0053494	0.52	92.10	84.80	3.36261225413722e-25	5.22549944292924e-21	NULL	NULL	NULL	gene_symbol	
756844	84	7	Adipohemocyte	merged	CG32170	317894	FBgn0052170	0.34	30.30	8.60	1.44733375788744e-24	2.24915665975709e-20	NULL	NULL	NULL	gene_symbol	
756845	84	7	Adipohemocyte	merged	CG8112	41033	FBgn0037612	0.88	66.30	38.90	1.71257168421619e-24	2.66133639727196e-20	NULL	NULL	NULL	gene_symbol	top100
756846	84	7	Adipohemocyte	merged	CG9005	36243	FBgn0033638	0.39	33.70	10.70	1.97906954926711e-24	3.07547407956109e-20	NULL	NULL	NULL	gene_symbol	
756847	84	7	Adipohemocyte	merged	CG16721	31520	FBgn0029820	0.35	32.60	10.10	2.93084802013435e-24	4.55453782328877e-20	NULL	NULL	NULL	gene_symbol	
756848	84	7	Adipohemocyte	merged	Akap200	34170	FBgn0027932	0.49	88.80	78.60	1.13699267461632e-23	1.76688661635376e-19	NULL	NULL	NULL	gene_symbol	
756849	84	7	Adipohemocyte	merged	how	42596	FBgn0264491	0.60	63.50	34.20	1.28049238607829e-23	1.98988516796567e-19	NULL	NULL	NULL	gene_symbol	
756850	84	7	Adipohemocyte	merged	GlcAT-P	39262	FBgn0036144	0.68	71.90	48.00	1.28065617845105e-23	1.99013970131293e-19	NULL	NULL	NULL	gene_symbol	top100
756851	84	7	Adipohemocyte	merged	Rack1	34070	FBgn0020618	0.25	100.00	99.70	1.28372623688047e-23	1.99491057211225e-19	NULL	NULL	NULL	gene_symbol	
756852	84	7	Adipohemocyte	merged	rudhira	32136	FBgn0266019	0.69	71.30	44.00	2.53819212855937e-23	3.94435056778126e-19	NULL	NULL	NULL	gene_symbol	top100
756853	84	7	Adipohemocyte	merged	zip	38001	FBgn0265434	0.53	91.00	84.60	7.23860040198408e-23	1.12487850246833e-18	NULL	NULL	NULL	gene_symbol	
756854	84	7	Adipohemocyte	merged	rgr	35843	FBgn0267792	0.39	28.70	8.50	7.9518228235007e-23	1.23571326677201e-18	NULL	NULL	NULL	gene_symbol	
756855	84	7	Adipohemocyte	merged	Rchy1	33901	FBgn0031816	0.34	33.10	10.60	8.63625930959559e-23	1.34207469671115e-18	NULL	NULL	NULL	gene_symbol	
756856	84	7	Adipohemocyte	merged	l(2)k09913	37661	FBgn0021979	0.55	63.50	34.10	1.07184440495179e-22	1.66564620529508e-18	NULL	NULL	NULL	gene_symbol	
756857	84	7	Adipohemocyte	merged	Jheh1	251984	FBgn0010053	0.36	39.30	14.00	1.0732456149751e-22	1.66782368567131e-18	NULL	NULL	NULL	gene_symbol	
756858	84	7	Adipohemocyte	merged	lncRNA:Hsromega	3772547	FBgn0001234	0.61	90.40	83.00	1.28312388312477e-22	1.99397451437589e-18	NULL	NULL	NULL	gene_symbol	top100
756859	84	7	Adipohemocyte	merged	eater	43262	FBgn0243514	0.58	80.90	59.70	3.28996512109859e-22	5.11260579818721e-18	NULL	NULL	NULL	gene_symbol	
756860	84	7	Adipohemocyte	merged	Atg8a	32001	FBgn0052672	0.49	93.30	84.40	7.94921593946016e-22	1.23530815699211e-17	NULL	NULL	NULL	gene_symbol	
756861	84	7	Adipohemocyte	merged	CG13585	37918	FBgn0035020	0.48	80.90	61.40	2.337425907946e-21	3.63235986094808e-17	NULL	NULL	NULL	gene_symbol	
756862	84	7	Adipohemocyte	merged	Samuel	34530	FBgn0032330	0.39	33.10	11.20	3.11048715409858e-21	4.8336970374692e-17	NULL	NULL	NULL	gene_symbol	
756863	84	7	Adipohemocyte	merged	Cyp6v1	33056	FBgn0031126	0.65	65.20	37.70	3.20393510468652e-21	4.97891515268285e-17	NULL	NULL	NULL	gene_symbol	top100
756864	84	7	Adipohemocyte	merged	TBC1D5	41628	FBgn0038129	0.61	51.10	24.20	4.85154127581456e-21	7.53929514261583e-17	NULL	NULL	NULL	gene_symbol	top100
756865	84	7	Adipohemocyte	merged	kek1	34688	FBgn0015399	0.57	68.00	36.70	4.96060492547876e-21	7.70878005419399e-17	NULL	NULL	NULL	gene_symbol	
756866	84	7	Adipohemocyte	merged	Dtg	41558	FBgn0038071	0.35	34.30	11.00	5.59602688405657e-21	8.69622577782391e-17	NULL	NULL	NULL	gene_symbol	
756867	84	7	Adipohemocyte	merged	Eip55E	37143	FBgn0000566	0.75	79.80	70.90	1.35300553325388e-20	2.10257059867653e-16	NULL	NULL	NULL	gene_symbol	top100
756868	84	7	Adipohemocyte	merged	oys	36045	FBgn0033476	0.54	50.00	24.30	1.60055456797403e-20	2.48726179863164e-16	NULL	NULL	NULL	gene_symbol	
756869	84	7	Adipohemocyte	merged	UbcE2H	31728	FBgn0029996	0.50	56.20	30.60	6.0132754737827e-20	9.34463008625831e-16	NULL	NULL	NULL	gene_symbol	
756870	84	7	Adipohemocyte	merged	Rho1	36775	FBgn0014020	0.41	93.80	89.40	6.30840332868009e-20	9.80325877276886e-16	NULL	NULL	NULL	gene_symbol	
756871	84	7	Adipohemocyte	merged	Lsd-2	32437	FBgn0030608	0.52	51.10	25.20	1.45025092481315e-19	2.25368993715964e-15	NULL	NULL	NULL	gene_symbol	
756872	84	7	Adipohemocyte	merged	CG5151	39772	FBgn0036576	0.60	53.90	27.80	2.26828853319399e-19	3.52492038058346e-15	NULL	NULL	NULL	gene_symbol	
756873	84	7	Adipohemocyte	merged	l(1)G0289	31964	FBgn0028331	0.44	81.50	48.40	2.52286798163816e-19	3.9205368434657e-15	NULL	NULL	NULL	gene_symbol	
756874	84	7	Adipohemocyte	merged	CG4080	39079	FBgn0035983	0.62	58.40	32.90	5.64561697622078e-19	8.77328878104709e-15	NULL	NULL	NULL	gene_symbol	top100
756875	84	7	Adipohemocyte	merged	CG4927	36852	FBgn0034139	0.55	55.60	29.10	6.44048186485583e-19	1.0008508817986e-14	NULL	NULL	NULL	gene_symbol	
756876	84	7	Adipohemocyte	merged	CG2444	32121	FBgn0030326	0.75	75.80	53.70	6.73310411865092e-19	1.04632438003835e-14	NULL	NULL	NULL	gene_symbol	top100
756877	84	7	Adipohemocyte	merged	Cirl	35846	FBgn0033313	0.44	41.00	17.30	8.95727530223294e-19	1.391960581967e-14	NULL	NULL	NULL	gene_symbol	
756878	84	7	Adipohemocyte	merged	yellow-f	41595	FBgn0041710	0.53	71.30	42.60	9.00886872061288e-19	1.39997819918324e-14	NULL	NULL	NULL	gene_symbol	
756879	84	7	Adipohemocyte	merged	REPTOR	42930	FBgn0039209	0.62	48.30	23.80	2.02990526882134e-18	3.15447278774837e-14	NULL	NULL	NULL	gene_symbol	top100
756880	84	7	Adipohemocyte	merged	Sap-r	43662	FBgn0000416	0.53	77.50	65.50	2.28988328651182e-18	3.55847862723936e-14	NULL	NULL	NULL	gene_symbol	
756881	84	7	Adipohemocyte	merged	mtd	45467	FBgn0013576	0.44	50.60	24.80	2.47583366763555e-18	3.84744551950564e-14	NULL	NULL	NULL	gene_symbol	
756882	84	7	Adipohemocyte	merged	l(3)L1231	41776	FBgn0086686	0.58	71.90	49.60	4.01689473181992e-18	6.24225441324816e-14	NULL	NULL	NULL	gene_symbol	
756883	84	7	Adipohemocyte	merged	aqz	41058	FBgn0286516	0.61	99.40	99.40	5.2613167302521e-18	8.17608619881176e-14	NULL	NULL	NULL	gene_symbol	
756884	84	7	Adipohemocyte	merged	stai	33863	FBgn0266521	0.44	47.20	21.30	5.6520302005232e-18	8.78325493161306e-14	NULL	NULL	NULL	gene_symbol	
756885	84	7	Adipohemocyte	merged	sro	43512	FBgn0262112	0.32	29.20	10.20	5.82102446955899e-18	9.04587202569466e-14	NULL	NULL	NULL	gene_symbol	
756886	84	7	Adipohemocyte	merged	Cyp4e2	35822	FBgn0014469	0.56	64.60	40.50	1.46687756860995e-17	2.27952774161986e-13	NULL	NULL	NULL	gene_symbol	
756887	84	7	Adipohemocyte	merged	Drs	38419	FBgn0283461	0.56	61.80	32.20	1.50415555583655e-17	2.33745773377e-13	NULL	NULL	NULL	gene_symbol	
756888	84	7	Adipohemocyte	merged	GstD1	41503	FBgn0001149	0.35	98.90	99.30	2.32987628131678e-17	3.62062774116628e-13	NULL	NULL	NULL	gene_symbol	
756889	84	7	Adipohemocyte	merged	stx	32005	FBgn0052676	0.56	39.30	17.40	4.11397270019997e-17	6.39311357611076e-13	NULL	NULL	NULL	gene_symbol	
756890	84	7	Adipohemocyte	merged	srp	41944	FBgn0003507	0.60	70.80	51.30	4.6923475713914e-17	7.29190812594223e-13	NULL	NULL	NULL	gene_symbol	
756891	84	7	Adipohemocyte	merged	Rab7	42841	FBgn0015795	0.45	80.90	67.60	5.34600905374028e-17	8.3076980695124e-13	NULL	NULL	NULL	gene_symbol	
756892	84	7	Adipohemocyte	merged	RpS14b	47219	FBgn0004404	0.27	97.80	98.10	6.91147253561557e-17	1.07404283203466e-12	NULL	NULL	NULL	gene_symbol	
756893	84	7	Adipohemocyte	merged	CG2641	40921	FBgn0037518	0.39	44.40	20.70	1.5678694911304e-16	2.43646918921664e-12	NULL	NULL	NULL	gene_symbol	
756894	84	7	Adipohemocyte	merged	GILT1	41650	FBgn0038149	0.46	70.20	45.90	1.69082876194861e-16	2.62754789606813e-12	NULL	NULL	NULL	gene_symbol	
756895	84	7	Adipohemocyte	merged	Gclm	248194	FBgn0046114	0.66	46.10	23.80	2.36283496698813e-16	3.67184553869955e-12	NULL	NULL	NULL	gene_symbol	top100
756896	84	7	Adipohemocyte	merged	Hexo2	31808	FBgn0041629	0.44	83.10	74.60	3.50753990891725e-16	5.4507170184574e-12	NULL	NULL	NULL	gene_symbol	
756897	84	7	Adipohemocyte	merged	RabX1	44172	FBgn0015372	0.41	52.20	27.10	9.51374433401424e-16	1.47843586950581e-11	NULL	NULL	NULL	gene_symbol	
756898	84	7	Adipohemocyte	merged	Pabp2	35788	FBgn0005648	0.41	50.00	24.60	1.76835811638588e-15	2.74802851286365e-11	NULL	NULL	NULL	gene_symbol	
756899	84	7	Adipohemocyte	merged	CG8814	33492	FBgn0031478	0.26	25.30	8.60	3.04856075751743e-15	4.73746341718209e-11	NULL	NULL	NULL	gene_symbol	
756900	84	7	Adipohemocyte	merged	CG42748	35442	FBgn0261802	0.35	30.90	12.10	3.28468472820163e-15	5.10440006762534e-11	NULL	NULL	NULL	gene_symbol	
756901	84	7	Adipohemocyte	merged	mnb	32771	FBgn0259168	0.46	55.60	31.80	3.70440596756252e-15	5.75664687359216e-11	NULL	NULL	NULL	gene_symbol	
756902	84	7	Adipohemocyte	merged	sgg	31248	FBgn0003371	0.45	78.70	60.50	3.93802991273788e-15	6.11969848439466e-11	NULL	NULL	NULL	gene_symbol	
756903	84	7	Adipohemocyte	merged	Mrtf	38338	FBgn0052296	0.36	37.10	17.00	4.69745682443956e-15	7.29984790517908e-11	NULL	NULL	NULL	gene_symbol	
756904	84	7	Adipohemocyte	merged	kuz	34772	FBgn0259984	0.44	77.00	55.10	5.63071364244206e-15	8.75012900035496e-11	NULL	NULL	NULL	gene_symbol	
756905	84	7	Adipohemocyte	merged	CG31705	34577	FBgn0028490	0.35	53.40	28.90	6.7692125941057e-15	1.05193563712403e-10	NULL	NULL	NULL	gene_symbol	
756906	84	7	Adipohemocyte	merged	Shc	44052	FBgn0015296	0.48	52.20	29.90	7.45649629386468e-15	1.15873952406657e-10	NULL	NULL	NULL	gene_symbol	
756907	84	7	Adipohemocyte	merged	Vha68-2	45012	FBgn0263598	0.39	84.80	70.00	8.99167510682139e-15	1.39730631160004e-10	NULL	NULL	NULL	gene_symbol	
756908	84	7	Adipohemocyte	merged	CG30088	246447	FBgn0050088	0.25	29.20	10.90	1.0533081704503e-14	1.63684089687977e-10	NULL	NULL	NULL	gene_symbol	
756909	84	7	Adipohemocyte	merged	Rab5	33418	FBgn0014010	0.33	89.30	79.70	1.12637475548013e-14	1.75038637001612e-10	NULL	NULL	NULL	gene_symbol	
756910	84	7	Adipohemocyte	merged	corn	38786	FBgn0259173	0.52	52.80	30.90	1.30708558796317e-14	2.03121100369477e-10	NULL	NULL	NULL	gene_symbol	
756911	84	7	Adipohemocyte	merged	cindr	43654	FBgn0027598	0.48	86.00	73.20	1.37556105058725e-14	2.13762187261259e-10	NULL	NULL	NULL	gene_symbol	
756912	84	7	Adipohemocyte	merged	CG32147	251690	FBgn0047178	0.37	43.80	21.50	1.46714712837849e-14	2.27994663750018e-10	NULL	NULL	NULL	gene_symbol	
756913	84	7	Adipohemocyte	merged	CG43780	38810	FBgn0264302	0.38	27.50	10.70	1.47045375111954e-14	2.28508512923976e-10	NULL	NULL	NULL	gene_symbol	
756914	84	7	Adipohemocyte	merged	CG18249	40964	FBgn0037553	0.34	34.80	14.80	1.85139874214831e-14	2.87707364529847e-10	NULL	NULL	NULL	gene_symbol	
756915	84	7	Adipohemocyte	merged	Marc	36014	FBgn0033451	0.41	50.60	27.50	1.9605650447461e-14	3.04671807953544e-10	NULL	NULL	NULL	gene_symbol	
